"site","year","species","d10","d20","d30","d40","d50"
"MEGOPATMD2",2009,"oven",0,1,1,0,0
"MEGOPATMD2",2009,"revi",0,0,0,1,0
"MEGOPATMD2",2009,"woth",0,0,1,1,1
"MEGOPATMD2",2010,"amro",0,0,0,1,0
"MEGOPATMD2",2010,"cach",0,0,1,0,0
"MEGOPATMD2",2010,"revi",0,0,0,1,0
"MEGOPATMD2",2010,"wbnu",0,0,0,0,1
"MEGOPATMD2",2010,"woth",0,0,0,0,1
"MEGOPATMD2",2012,"amro",0,0,2,0,2
"MEGOPATMD2",2012,"carw",0,0,0,2,0
"MEGOPATMD2",2012,"eato",0,1,0,0,0
"MEGOPATMD2",2012,"noca",0,0,0,1,1
"MEGOPATMD2",2012,"revi",0,0,0,0,1
"MEGOPATMD2",2012,"woth",0,1,0,0,2
"MILLJOEMD1",2009,"amro",1,3,0,0,0
"MILLJOEMD1",2009,"blja",1,0,0,0,0
"MILLJOEMD1",2009,"cach",2,1,0,0,0
"MILLJOEMD1",2009,"carw",1,0,0,0,0
"MILLJOEMD1",2009,"chsw",3,0,0,0,0
"MILLJOEMD1",2009,"hofi",1,0,0,0,0
"MILLJOEMD1",2009,"howr",4,0,0,0,0
"MILLJOEMD1",2009,"modo",1,1,0,0,0
"MILLJOEMD1",2009,"noca",3,1,0,0,0
"MILLJOEMD1",2009,"nomo",1,0,0,0,0
"MILLJOEMD1",2010,"amro",1,2,0,0,1
"MILLJOEMD1",2010,"cedw",0,0,1,0,0
"MILLJOEMD1",2010,"cogr",1,1,0,0,0
"MILLJOEMD1",2010,"grca",0,2,0,0,0
"MILLJOEMD1",2010,"hofi",1,0,0,0,0
"MILLJOEMD1",2010,"howr",2,1,0,1,0
"MILLJOEMD1",2010,"modo",1,0,0,0,0
"MILLJOEMD1",2010,"noca",0,1,0,0,0
"MILLJOEMD1",2010,"rbwo",0,0,1,0,0
"MILLJOEMD1",2010,"sosp",0,0,0,0,1
"MILLJOEMD1",2012,"amgo",0,1,0,0,0
"MILLJOEMD1",2012,"amro",0,0,0,0,1
"MILLJOEMD1",2012,"bhco",0,0,1,0,0
"MILLJOEMD1",2012,"cach",0,4,0,0,0
"MILLJOEMD1",2012,"grca",0,1,0,0,0
"MILLJOEMD1",2012,"howr",0,1,0,0,0
"MILLJOEMD1",2012,"noca",0,1,1,1,0
"MILLJOEMD1",2012,"tuti",1,0,0,1,0
"MILLLORVA1",2009,"amcr",0,0,1,0,0
"MILLLORVA1",2009,"amgo",0,0,2,0,0
"MILLLORVA1",2009,"blja",0,0,1,3,1
"MILLLORVA1",2009,"cach",0,0,2,0,0
"MILLLORVA1",2009,"carw",0,0,0,0,1
"MILLLORVA1",2009,"dowo",0,0,2,0,0
"MILLLORVA1",2009,"eabl",0,0,0,0,1
"MILLLORVA1",2009,"noca",0,1,1,0,0
"MILLLORVA1",2009,"rbwo",0,0,0,1,0
"MILLLORVA1",2009,"tuti",0,0,0,1,1
"MILLLORVA1",2010,"amro",0,1,1,0,0
"MILLLORVA1",2010,"cach",0,0,0,0,1
"MILLLORVA1",2010,"carw",0,0,0,0,2
"MILLLORVA1",2010,"grca",0,0,0,1,0
"MILLLORVA1",2010,"noca",0,0,1,0,0
"MILLLORVA1",2010,"nomo",0,0,1,0,0
"MILLLORVA1",2010,"rbwo",0,2,0,0,0
"MILLLORVA1",2012,"amcr",0,0,0,3,7
"MILLLORVA1",2012,"cach",0,0,0,2,0
"MILLLORVA1",2012,"carw",0,0,0,1,0
"MILLLORVA1",2012,"eaph",0,0,0,0,1
"MILLLORVA1",2012,"noca",0,0,0,1,0
"MILLPAUMD1",2009,"amcr",0,0,0,0,1
"MILLPAUMD1",2009,"amro",1,1,0,0,1
"MILLPAUMD1",2009,"bhco",0,0,0,1,0
"MILLPAUMD1",2009,"blja",0,0,1,0,0
"MILLPAUMD1",2009,"cogr",1,0,0,0,2
"MILLPAUMD1",2009,"hofi",1,0,1,0,0
"MILLPAUMD1",2009,"noca",1,1,0,0,1
"MILLPAUMD1",2009,"nomo",0,0,0,0,1
"MILLPAUMD1",2009,"tuti",0,1,0,0,0
"MISSEDDC1",2009,"amro",0,1,0,0,0
"MISSEDDC1",2009,"chsw",0,0,1,0,0
"MISSEDDC1",2009,"grca",0,0,1,0,0
"MISSEDDC1",2009,"hofi",0,0,1,1,0
"MISSEDDC1",2009,"modo",0,1,0,0,0
"MISSEDDC1",2009,"noca",0,0,0,1,0
"MISSEDDC1",2009,"nomo",0,0,1,0,1
"MISSEDDC1",2010,"amro",0,1,1,0,0
"MISSEDDC1",2010,"carw",1,0,0,0,0
"MISSEDDC1",2010,"cogr",0,0,0,2,0
"MISSEDDC1",2010,"grca",1,0,0,0,0
"MISSEDDC1",2010,"noca",0,0,0,0,1
"MISSEDDC1",2010,"nomo",0,0,0,0,1
"MISSEDDC1",2012,"amro",0,0,0,1,0
"MISSEDDC1",2012,"carw",0,0,1,0,0
"MISSEDDC1",2012,"chsw",0,0,0,2,0
"MISSEDDC1",2012,"cogr",0,0,0,0,1
"MISSEDDC1",2012,"hofi",0,0,1,0,0
"MISSEDDC1",2012,"noca",0,0,0,0,1
"MOLIKARMD1",2009,"amgo",0,0,0,1,1
"MOLIKARMD1",2009,"amro",0,0,1,1,0
"MOLIKARMD1",2009,"cedw",0,3,0,0,0
"MOLIKARMD1",2009,"chsw",0,0,0,3,0
"MOLIKARMD1",2009,"cogr",0,0,1,0,0
"MOLIKARMD1",2009,"noca",0,1,0,0,0
"MOLIKARMD1",2009,"sosp",0,0,0,0,1
"MOLIKARMD1",2010,"amro",0,0,0,0,1
"MOLIKARMD1",2010,"cogr",0,2,0,0,0
"MOLIKARMD1",2010,"noca",1,0,0,0,0
"MOLIKARMD1",2010,"sosp",0,0,0,1,0
"MOLIKARMD1",2012,"amro",1,1,0,0,0
"MOLIKARMD1",2012,"carw",4,0,0,0,0
"MOLIKARMD1",2012,"grca",4,0,0,0,0
"MOLIKARMD1",2012,"noca",0,0,0,1,0
"MOLIKARMD1",2012,"tuti",0,0,1,0,0
"MORAANGMD1",2009,"amcr",0,1,0,0,0
"MORAANGMD1",2009,"amgo",0,1,0,0,0
"MORAANGMD1",2009,"amro",0,2,0,0,0
"MORAANGMD1",2009,"cach",1,0,0,0,0
"MORAANGMD1",2009,"grca",5,1,0,0,0
"MORAANGMD1",2009,"hofi",1,0,0,0,0
"MORAANGMD1",2009,"howr",2,0,0,0,0
"MORAANGMD1",2009,"modo",0,1,0,0,0
"MORAANGMD1",2009,"noca",4,1,1,0,0
"MORAANGMD1",2009,"tuti",1,1,0,0,0
"MORRCHRVA1",2009,"amcr",0,0,0,0,0
"MORRCHRVA1",2009,"amgo",0,6,0,0,0
"MORRCHRVA1",2009,"blja",0,0,1,3,0
"MORRCHRVA1",2009,"cach",0,3,0,0,0
"MORRCHRVA1",2009,"carw",0,0,0,0,2
"MORRCHRVA1",2009,"chsw",0,1,0,0,0
"MORRCHRVA1",2009,"eabl",0,0,0,2,0
"MORRCHRVA1",2009,"howr",0,0,1,1,0
"MORRCHRVA1",2009,"inbu",0,0,1,0,0
"MORRCHRVA1",2009,"noca",0,0,4,0,0
"MORRCHRVA1",2009,"nomo",0,0,0,1,1
"MORRCHRVA1",2009,"rsha",0,0,0,1,0
"MORRCHRVA1",2009,"tuti",0,1,2,0,0
"MORRCHRVA1",2010,"amcr",0,0,0,0,1
"MORRCHRVA1",2010,"chsp",0,3,0,0,0
"MORRCHRVA1",2010,"howr",0,0,0,0,1
"MORRCHRVA1",2010,"noca",0,0,0,0,1
"MORRCHRVA1",2010,"sosp",0,0,1,0,0
"MORRCHRVA1",2012,"amro",0,0,1,0,0
"MORRCHRVA1",2012,"cach",0,1,1,0,0
"MORRCHRVA1",2012,"dowo",0,0,0,1,0
"MORRCHRVA1",2012,"hofi",0,0,0,3,0
"MORRCHRVA1",2012,"howr",0,0,0,1,0
"MORRCHRVA1",2012,"noca",0,1,0,1,1
"MORRCHRVA1",2012,"tuti",0,0,3,0,0
"MORRJESMD1",2009,"amro",0,1,2,0,0
"MORRJESMD1",2009,"blja",0,0,0,1,0
"MORRJESMD1",2009,"cach",0,1,0,0,0
"MORRJESMD1",2009,"carw",0,1,0,0,0
"MORRJESMD1",2009,"grca",0,1,0,1,0
"MORRJESMD1",2009,"hofi",0,0,0,1,0
"MORRJESMD1",2009,"howr",0,1,0,0,0
"MORRJESMD1",2009,"modo",2,0,0,0,1
"MORRJESMD1",2009,"noca",0,1,2,0,1
"MORRJESMD1",2009,"sosp",0,0,0,0,1
"MORRJESMD1",2010,"amro",0,1,3,2,0
"MORRJESMD1",2010,"blja",1,0,0,0,0
"MORRJESMD1",2010,"cach",0,0,1,2,0
"MORRJESMD1",2010,"grca",0,1,0,1,0
"MORRJESMD1",2010,"modo",0,1,0,0,0
"MORRJESMD1",2010,"sosp",0,0,0,1,1
"MORRJESMD1",2010,"wbnu",0,0,0,1,0
"MOSMCARMD1",2010,"cogr",0,1,0,0,0
"MOSMCARMD1",2010,"hofi",2,0,0,0,0
"MOSMCARMD1",2010,"howr",1,0,0,0,0
"MOSMCARMD1",2010,"rthu",0,1,0,0,0
"MOSMCARMD1",2012,"blja",0,1,0,0,0
"MOSMCARMD1",2012,"dowo",0,0,1,0,0
"MOSMCARMD1",2012,"hofi",0,3,0,0,0
"MOSMCARMD1",2012,"howr",1,0,0,0,1
"MOSMCARMD1",2012,"modo",0,1,0,0,0
"MOSMCARMD1",2012,"noca",0,1,1,1,0
"MOSMCARMD1",2012,"rbwo",0,0,1,0,0
"MOSMCARMD1",2012,"tuti",0,2,0,0,0
"MULLJOYVA1",2009,"amgo",0,0,0,0,1
"MULLJOYVA1",2009,"bhco",0,2,0,0,0
"MULLJOYVA1",2009,"chsp",0,6,1,0,1
"MULLJOYVA1",2009,"dowo",0,1,0,0,0
"MULLJOYVA1",2009,"eabl",0,0,0,1,0
"MULLJOYVA1",2009,"eato",0,1,0,0,0
"MULLJOYVA1",2009,"gcfl",0,0,1,0,0
"MULLJOYVA1",2009,"tuti",0,0,1,0,0
"MULLJOYVA1",2010,"acfl",0,0,0,0,1
"MULLJOYVA1",2010,"bhco",0,0,0,1,0
"MULLJOYVA1",2010,"cach",0,1,0,0,0
"MULLJOYVA1",2010,"carw",0,0,0,0,1
"MULLJOYVA1",2010,"chsp",0,1,0,0,0
"MULLJOYVA1",2010,"eabl",0,0,2,0,0
"MULLJOYVA1",2010,"rbwo",0,0,0,0,1
"MULLJOYVA1",2012,"amgo",0,2,4,0,0
"MULLJOYVA1",2012,"bars",3,0,0,0,0
"MULLJOYVA1",2012,"bhco",1,0,0,0,0
"MULLJOYVA1",2012,"cach",1,0,1,1,0
"MULLJOYVA1",2012,"carw",0,1,1,0,0
"MULLJOYVA1",2012,"chsw",0,4,0,0,0
"MULLJOYVA1",2012,"grca",0,1,0,0,0
"MULLJOYVA1",2012,"howr",0,0,0,0,1
"MULLJOYVA1",2012,"noca",0,0,0,0,1
"MULLJOYVA1",2012,"sosp",0,0,1,0,0
"MULLJOYVA1",2012,"tuti",4,1,0,0,0
"MUTRCYNMD2",2009,"amgo",1,0,0,1,0
"MUTRCYNMD2",2009,"amro",1,1,1,0,1
"MUTRCYNMD2",2009,"carw",0,0,0,0,1
"MUTRCYNMD2",2009,"hofi",0,0,0,0,0
"MUTRCYNMD2",2009,"noca",0,1,0,0,0
"MUTRCYNMD2",2009,"sosp",0,0,1,0,0
"MUTRCYNMD2",2010,"amcr",0,0,1,0,0
"MUTRCYNMD2",2010,"amro",0,0,0,1,0
"MUTRCYNMD2",2010,"carw",0,0,0,0,1
"MUTRCYNMD2",2010,"cogr",0,0,0,2,0
"MUTRCYNMD2",2010,"grca",1,0,0,0,0
"MUTRCYNMD2",2010,"hofi",0,0,0,1,0
"MUTRCYNMD2",2010,"howr",0,1,0,0,0
"MUTRCYNMD2",2010,"modo",0,0,1,0,0
"MUTRCYNMD2",2010,"noca",0,0,0,0,1
"MUTRCYNMD2",2010,"sosp",0,0,0,0,1
"MYERBRUMD1",2009,"amro",1,1,0,1,0
"MYERBRUMD1",2009,"blja",0,0,1,1,0
"MYERBRUMD1",2009,"cach",0,2,1,3,0
"MYERBRUMD1",2009,"dowo",1,0,0,0,0
"MYERBRUMD1",2009,"modo",1,0,0,0,0
"MYERBRUMD1",2009,"noca",0,0,1,2,0
"MYERBRUMD1",2009,"rbwo",0,1,0,0,0
"MYERBRUMD1",2009,"rthu",1,0,0,0,0
"MYERBRUMD1",2009,"tuti",1,2,0,0,0
"MYERBRUMD1",2009,"wbnu",1,1,0,0,0
"MYERBRUMD1",2010,"amro",0,0,0,4,2
"MYERBRUMD1",2010,"cogr",0,2,0,0,0
"MYERBRUMD1",2010,"grca",0,0,2,2,0
"MYERBRUMD1",2010,"modo",0,4,0,0,0
"MYERBRUMD1",2010,"noca",0,0,4,0,0
"MYERBRUMD1",2010,"wbnu",0,0,0,0,4
"MYERBRUMD1",2012,"amro",1,2,0,1,0
"MYERBRUMD1",2012,"baor",0,0,1,0,0
"MYERBRUMD1",2012,"cedw",0,0,0,2,0
"MYERBRUMD1",2012,"dowo",0,0,0,0,1
"MYERBRUMD1",2012,"eawp",0,0,0,0,1
"MYERBRUMD1",2012,"grca",0,0,3,0,0
"MYERBRUMD1",2012,"howr",0,1,0,0,0
"MYERBRUMD1",2012,"modo",1,1,0,0,0
"MYERBRUMD1",2012,"noca",0,1,0,1,0
"MYERBRUMD1",2012,"rbwo",0,0,0,1,0
"MYERBRUMD1",2012,"tuti",1,1,0,0,0
"NAYLMICMD2",2009,"amcr",0,0,0,0,1
"NAYLMICMD2",2009,"amgo",0,1,0,0,0
"NAYLMICMD2",2009,"amro",0,0,1,0,0
"NAYLMICMD2",2009,"chsp",0,0,1,4,0
"NAYLMICMD2",2009,"grca",0,1,1,1,1
"NAYLMICMD2",2009,"noca",0,0,1,2,0
"NAYLMICMD2",2009,"nomo",0,0,0,0,1
"NAYLMICMD2",2009,"sosp",0,0,0,1,0
"NAYLMICMD2",2010,"amro",0,0,0,1,1
"NAYLMICMD2",2010,"brth",0,0,1,0,0
"NAYLMICMD2",2010,"chsp",0,1,0,1,0
"NAYLMICMD2",2010,"grca",0,1,0,0,1
"NAYLMICMD2",2010,"nomo",0,0,0,0,2
"NAYLMICMD2",2010,"tuti",0,0,2,0,1
"NAYLMICMD2",2012,"amgo",0,0,0,2,0
"NAYLMICMD2",2012,"amro",0,4,0,0,1
"NAYLMICMD2",2012,"chsp",0,0,0,1,0
"NAYLMICMD2",2012,"grca",0,0,0,1,0
"NAYLMICMD2",2012,"howr",0,0,0,1,1
"NAYLMICMD2",2012,"noca",0,0,1,1,0
"NE1",2010,"amro",0,0,0,1,0
"NE1",2010,"ficr",0,0,0,0,1
"NE1",2010,"grca",0,3,0,0,0
"NE3",2010,"nomo",0,0,0,1,0
"NE4",2010,"amro",0,1,1,0,0
"NE4",2010,"ficr",1,1,1,0,0
"NE4",2010,"grca",0,3,2,0,0
"NE4",2010,"howr",0,0,0,1,0
"NE4",2010,"modo",0,0,0,0,8
"NE4",2010,"noca",0,0,0,1,0
"NE4",2010,"sosp",0,0,2,0,0
"NE5",2010,"amcr",0,1,0,0,0
"NE5",2010,"amro",0,0,1,2,1
"NE5",2010,"grca",0,2,2,1,0
"NE5",2010,"noca",0,0,3,0,0
"NE5",2010,"woth",0,0,0,0,1
"NE6",2010,"amcr",0,0,0,1,0
"NE6",2010,"amgo",0,0,1,1,0
"NE6",2010,"amro",2,2,0,0,0
"NE6",2010,"noca",0,0,1,0,0
"NE6",2010,"sosp",0,0,0,1,0
"NE7",2010,"amro",0,0,1,0,0
"NE7",2010,"nomo",1,0,0,0,0
"NEWBCARVA1",2009,"amcr",0,0,0,0,1
"NEWBCARVA1",2009,"amgo",0,0,0,1,1
"NEWBCARVA1",2009,"cach",0,0,2,0,0
"NEWBCARVA1",2009,"carw",0,0,0,0,1
"NEWBCARVA1",2009,"chsp",0,0,0,0,0
"NEWBCARVA1",2009,"grca",0,1,0,0,1
"NEWBCARVA1",2009,"hofi",0,0,0,1,0
"NEWBCARVA1",2009,"howr",0,0,1,0,0
"NEWBCARVA1",2009,"noca",0,0,1,2,2
"NEWBCARVA1",2009,"rbwo",0,0,0,1,0
"NEWBCARVA1",2009,"revi",0,0,0,0,0
"NEWBCARVA1",2009,"tuti",0,0,0,0,1
"NEWBCARVA1",2009,"woth",0,0,0,0,1
"NEWBCARVA1",2010,"amgo",0,0,0,1,0
"NEWBCARVA1",2010,"amro",0,0,0,1,0
"NEWBCARVA1",2010,"blja",0,0,0,0,1
"NEWBCARVA1",2010,"howr",0,0,0,2,0
"NEWBCARVA1",2010,"noca",0,0,1,2,1
"NEWBCARVA1",2010,"rbnu",0,0,1,0,0
"NEWBCARVA1",2010,"rbwo",0,0,0,1,0
"NEWBCARVA1",2010,"tuti",0,0,0,1,0
"NEWBCARVA1",2012,"cach",0,0,2,2,0
"NEWBCARVA1",2012,"howr",0,1,2,2,0
"NEWBCARVA1",2012,"modo",0,0,0,0,1
"NEWBCARVA1",2012,"noca",0,0,3,2,0
"NEWBCARVA1",2012,"rbwo",0,0,0,1,0
"NEWBCARVA1",2012,"tuti",0,0,1,1,0
"NICHALIMD1",2009,"amcr",0,0,1,0,0
"NICHALIMD1",2009,"amro",0,2,0,0,0
"NICHALIMD1",2009,"blja",0,0,2,0,0
"NICHALIMD1",2009,"cach",6,0,0,0,0
"NICHALIMD1",2009,"grca",0,3,0,0,0
"NICHALIMD1",2009,"modo",0,1,1,0,0
"NICHALIMD1",2009,"noca",3,4,0,0,0
"NICHALIMD1",2009,"tuti",2,1,0,0,0
"NW1",2010,"amro",0,0,0,0,1
"NW2",2010,"amro",0,2,1,0,0
"NW2",2010,"grca",0,1,0,0,0
"NW2",2010,"sosp",0,0,1,0,0
"NW3",2010,"amro",0,0,0,0,1
"NW3",2010,"cogr",0,0,1,0,0
"NW3",2010,"grca",0,1,1,0,0
"NW3",2010,"hofi",0,0,0,2,0
"NW3",2010,"noca",0,0,1,1,0
"NW3",2010,"nomo",0,1,0,0,0
"NW3",2010,"sosp",0,0,0,0,1
"NW4",2010,"amro",2,1,0,0,1
"NW4",2010,"sosp",0,0,0,1,1
"OBRICHRMD1",2009,"amro",2,2,0,1,0
"OBRICHRMD1",2009,"blja",0,0,0,2,1
"OBRICHRMD1",2009,"cogr",0,2,0,0,0
"OBRICHRMD1",2009,"grca",1,2,0,0,0
"OBRICHRMD1",2009,"howr",1,0,0,0,1
"OBRICHRMD1",2009,"noca",1,1,0,0,0
"OBRICHRMD1",2009,"rbwo",0,1,0,0,0
"OBRICHRMD1",2009,"wbnu",0,1,0,0,0
"OBRICHRMD1",2012,"amro",1,2,1,0,0
"OBRICHRMD1",2012,"bhco",0,0,1,0,0
"OBRICHRMD1",2012,"blja",0,0,0,0,1
"OBRICHRMD1",2012,"cogr",0,2,0,0,0
"OBRICHRMD1",2012,"grca",0,1,0,0,0
"OBRICHRMD1",2012,"howr",0,0,0,1,0
"OBRICHRMD1",2012,"noca",0,0,1,1,0
"OBRICHRMD1",2012,"nomo",0,0,0,0,1
"OBRICHRMD1",2012,"sosp",0,0,0,1,0
"OBRICHRMD1",2012,"tuti",0,0,0,0,1
"ODELVINMD2",2009,"amro",2,4,0,0,0
"ODELVINMD2",2009,"bhco",2,0,0,0,0
"ODELVINMD2",2009,"blja",2,4,0,0,0
"ODELVINMD2",2009,"cach",6,0,0,0,0
"ODELVINMD2",2009,"carw",0,4,0,0,0
"ODELVINMD2",2009,"grca",2,0,0,0,0
"ODELVINMD2",2009,"howr",4,2,0,0,0
"ODELVINMD2",2009,"noca",2,2,0,0,0
"ODELVINMD2",2009,"tuti",2,0,0,0,0
"ODELVINMD2",2010,"cach",0,0,1,0,0
"ODELVINMD2",2010,"ficr",0,0,1,0,0
"ODELVINMD2",2010,"howr",0,1,0,0,0
"ODELVINMD2",2010,"noca",1,0,0,1,0
"ODELVINMD2",2010,"tuti",0,1,0,0,1
"ODELVINMD2",2012,"amro",0,0,0,0,1
"ODELVINMD2",2012,"cach",0,0,0,2,0
"ODELVINMD2",2012,"howr",0,0,1,0,0
"ODELVINMD2",2012,"noca",0,0,0,1,0
"ODELVINMD2",2012,"tuti",2,2,0,0,0
"OLONMARDC1",2009,"amro",0,3,2,0,1
"OLONMARDC1",2009,"cogr",0,3,0,0,0
"OLONMARDC1",2009,"grca",0,0,0,1,0
"OLONMARDC1",2009,"howr",0,0,0,2,0
"OLONMARDC1",2009,"modo",0,2,0,1,0
"OLONMARDC1",2009,"noca",1,0,1,2,0
"OLONMARDC1",2009,"rbwo",0,0,1,0,0
"OLONMARDC1",2009,"sosp",0,0,0,0,1
"OLONMARDC1",2009,"wbnu",0,0,1,0,0
"OLONMARDC1",2010,"amgo",0,0,1,0,0
"OLONMARDC1",2010,"amro",0,0,1,1,0
"OLONMARDC1",2010,"cedw",0,0,0,4,0
"OLONMARDC1",2010,"grca",0,1,0,0,1
"OLONMARDC1",2010,"hofi",0,0,1,0,0
"OLONMARDC1",2010,"noca",0,0,0,1,0
"OLONMARDC1",2010,"sosp",0,0,0,0,1
"OLONMARDC1",2012,"amro",0,1,1,1,0
"OLONMARDC1",2012,"carw",0,0,0,0,1
"OLONMARDC1",2012,"grca",0,1,0,0,0
"OLONMARDC1",2012,"noca",0,0,1,0,0
"OLONMARDC1",2012,"nomo",0,0,0,1,1
"OLONMARDC1",2012,"sosp",0,0,0,1,0
"OLONMARDC1",2012,"tuti",0,0,1,0,0
"OMLAKEVMD1",2009,"amcr",0,0,0,1,0
"OMLAKEVMD1",2009,"amgo",0,1,0,0,0
"OMLAKEVMD1",2009,"bggn",0,1,0,0,0
"OMLAKEVMD1",2009,"carw",0,0,1,0,0
"OMLAKEVMD1",2009,"chsp",0,0,0,0,0
"OMLAKEVMD1",2009,"eabl",0,0,1,0,0
"OMLAKEVMD1",2009,"inbu",0,1,1,0,0
"OMLAKEVMD1",2009,"noca",0,0,1,1,1
"OMLAKEVMD1",2009,"oven",0,0,0,0,1
"OMLAKEVMD1",2009,"revi",0,0,0,2,0
"OMLAKEVMD1",2009,"tuti",0,2,0,0,0
"ONTAHOUDC1",2009,"amro",2,0,0,0,0
"ONTAHOUDC1",2009,"bhco",0,0,1,0,0
"ONTAHOUDC1",2009,"grca",0,2,0,0,0
"ONTAHOUDC1",2009,"noca",1,0,0,1,0
"ONTAHOUDC1",2009,"sosp",0,1,0,0,0
"ONTAHOUDC1",2010,"amro",1,1,0,0,0
"ONTAHOUDC1",2010,"grca",0,3,1,0,0
"ONTAHOUDC1",2010,"hofi",0,0,0,1,0
"ONTAHOUDC1",2010,"noca",0,0,0,0,2
"ONTAHOUDC1",2010,"sosp",1,0,0,0,1
"ONTAHOUDC1",2010,"wbnu",0,0,0,1,0
"ONTAHOUDC1",2012,"amcr",1,0,0,0,0
"ONTAHOUDC1",2012,"amgo",0,0,2,0,0
"ONTAHOUDC1",2012,"amro",0,1,0,2,1
"ONTAHOUDC1",2012,"dowo",0,0,1,0,0
"ONTAHOUDC1",2012,"grca",0,3,2,1,0
"ONTAHOUDC1",2012,"hofi",0,3,0,0,0
"ONTAHOUDC1",2012,"noca",0,0,0,2,0
"ONTAHOUDC1",2012,"nomo",0,0,1,0,1
"ONTAHOUDC1",2012,"sosp",0,1,0,0,0
"ONTAHOUDC1",2012,"tuti",0,0,0,1,0
"OWENDORVA1",2009,"amcr",0,0,2,0,0
"OWENDORVA1",2009,"amgo",2,0,4,4,2
"OWENDORVA1",2009,"amro",0,4,4,0,0
"OWENDORVA1",2009,"carw",0,0,0,2,0
"OWENDORVA1",2009,"modo",7,2,0,0,0
"OWENDORVA1",2009,"noca",0,2,2,0,4
"OWENDORVA1",2009,"sosp",0,0,2,2,0
"OWENDORVA1",2010,"amro",0,2,0,0,1
"OWENDORVA1",2010,"eato",0,0,0,1,0
"OWENDORVA1",2010,"hofi",0,0,0,0,1
"OWENDORVA1",2010,"noca",0,0,1,1,0
"OWENDORVA1",2010,"revi",0,0,0,0,1
"OWENDORVA1",2010,"tuti",0,0,0,0,1
"OWENDORVA1",2012,"amro",0,1,0,0,0
"OWENDORVA1",2012,"carw",0,0,0,1,0
"OWENDORVA1",2012,"grca",0,0,0,1,0
"OWENDORVA1",2012,"hofi",0,2,0,0,0
"OWENDORVA1",2012,"noca",0,0,1,1,0
"OWENJOHMD1",2009,"amro",0,1,4,0,0
"OWENJOHMD1",2009,"bhco",0,0,2,0,0
"OWENJOHMD1",2009,"cach",0,0,1,1,0
"OWENJOHMD1",2009,"chsw",0,1,0,0,0
"OWENJOHMD1",2009,"grca",1,0,0,1,0
"OWENJOHMD1",2009,"hofi",0,12,2,0,0
"OWENJOHMD1",2009,"howr",0,0,2,0,1
"OWENJOHMD1",2009,"modo",0,1,0,0,0
"OWENJOHMD1",2009,"noca",0,0,1,1,0
"OWENJOHMD1",2009,"rbwo",0,0,0,0,1
"OWENJOHMD1",2009,"rthu",0,1,0,0,0
"OWENJOHMD1",2009,"sosp",0,0,0,0,1
"OWENJOHMD1",2009,"wbnu",0,2,0,0,0
"OWENJOHMD1",2010,"amro",1,0,0,0,1
"OWENJOHMD1",2010,"bhco",0,0,0,0,1
"OWENJOHMD1",2010,"cach",0,0,0,1,0
"OWENJOHMD1",2010,"noca",2,0,0,0,0
"PADORAMVA1",2009,"amro",0,2,1,0,0
"PADORAMVA1",2009,"cach",1,0,0,0,0
"PADORAMVA1",2009,"carw",0,0,1,0,0
"PADORAMVA1",2009,"dowo",0,1,0,0,0
"PADORAMVA1",2009,"eato",0,0,0,2,0
"PADORAMVA1",2009,"noca",0,2,1,1,1
"PADORAMVA1",2009,"rbwo",0,1,1,0,0
"PADORAMVA1",2009,"sosp",0,0,0,1,0
"PADORAMVA1",2009,"tuti",1,1,2,0,0
"PADORAMVA1",2010,"amro",0,0,0,0,1
"PADORAMVA1",2010,"blja",0,1,0,0,0
"PADORAMVA1",2010,"cach",1,0,0,0,0
"PADORAMVA1",2010,"dowo",0,0,1,0,0
"PADORAMVA1",2010,"eato",0,1,0,0,0
"PADORAMVA1",2010,"howr",0,0,0,0,1
"PADORAMVA1",2010,"noca",0,1,1,0,0
"PADORAMVA1",2010,"rbnu",0,0,0,1,0
"PADORAMVA1",2010,"rbwo",0,1,0,0,0
"PADORAMVA1",2012,"amcr",0,0,0,1,0
"PADORAMVA1",2012,"amro",0,0,2,2,0
"PADORAMVA1",2012,"blja",0,0,1,0,0
"PADORAMVA1",2012,"cach",0,0,1,1,0
"PADORAMVA1",2012,"carw",0,0,1,0,0
"PADORAMVA1",2012,"cedw",0,0,0,1,0
"PADORAMVA1",2012,"noca",0,2,0,1,1
"PADORAMVA1",2012,"sosp",0,0,0,1,0
"PATSNADMD1",2009,"amro",1,1,0,0,0
"PATSNADMD1",2009,"grca",3,0,0,0,0
"PATSNADMD1",2009,"hofi",4,0,0,0,0
"PATSNADMD1",2009,"howr",1,1,0,0,0
"PATSNADMD1",2009,"noca",2,0,0,0,0
"PATSNADMD1",2009,"sosp",2,0,0,0,0
"PATTDAVMD1",2009,"amgo",0,1,0,0,0
"PATTDAVMD1",2009,"bars",2,1,2,0,0
"PATTDAVMD1",2009,"chsw",4,0,0,0,0
"PATTDAVMD1",2009,"cogr",0,0,0,1,0
"PATTDAVMD1",2009,"eaki",0,0,1,0,0
"PATTDAVMD1",2009,"rbwo",0,0,0,0,1
"PATTDAVMD1",2009,"rwbl",0,0,3,0,1
"PATTDAVMD1",2010,"cogr",0,1,2,0,0
"PATTDAVMD1",2010,"hofi",0,1,0,0,0
"PATTDAVMD1",2010,"rwbl",0,0,0,0,1
"PERNMIKMD1",2009,"blja",0,1,0,0,0
